,Age,Attrition,DistanceFromHome,Education,EnvironmentSatisfaction,JobInvolvement,MonthlyIncome,MonthlyRate,PercentSalaryHike,RelationshipSatisfaction,PerformanceRating,WorkLifeBalance,YearsInCurrentRole,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,BusinessTravel_Non-Travel,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Human Resources,Department_Research & Development,Department_Sales,EducationField_Human Resources,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Female,Gender_Male,JobRole_Healthcare Representative,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single,OverTime,Attrition
287,38,No,23,4,4,3,5745,18899,14,2,3,3,2,2,1,2,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
288,26,Yes,16,4,1,3,2373,14180,13,4,3,3,2,3,0,2,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1
289,28,No,8,2,4,3,3310,4488,21,4,4,3,3,5,0,2,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
290,49,No,10,4,3,3,18665,25594,11,4,3,3,2,3,1,2,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
291,36,No,3,3,3,3,4485,26285,12,4,3,3,0,8,7,7,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
292,31,No,5,3,4,3,2789,3909,11,3,3,2,2,2,2,2,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
293,26,Yes,4,4,4,2,5828,8450,12,2,3,3,7,8,7,4,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1
294,37,No,9,3,2,3,2326,11411,12,3,3,2,2,4,1,2,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
295,42,No,26,3,3,3,13525,14864,14,4,3,4,4,20,4,8,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
296,18,Yes,3,3,3,3,1420,25233,13,3,3,3,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1
297,35,No,16,3,3,3,8020,5100,15,3,3,2,9,11,6,9,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
298,36,No,18,4,3,4,3688,7122,18,4,3,3,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
299,51,No,2,3,4,1,5482,16321,18,4,3,3,1,4,1,2,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
300,41,No,2,4,4,3,16015,15896,19,2,3,3,10,22,0,4,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
301,18,No,10,3,4,2,1200,9724,12,1,3,3,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
302,28,No,16,2,2,4,5661,4824,19,3,3,3,3,8,0,7,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
303,31,No,7,3,2,4,6929,12241,11,2,3,2,7,8,7,7,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
304,39,No,1,3,3,4,9613,10942,17,1,3,2,10,18,3,7,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
305,36,No,24,4,2,3,5674,6927,15,3,3,3,8,9,0,8,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
306,32,No,7,3,4,2,5484,16985,14,3,3,2,8,13,4,8,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
307,38,No,25,2,1,2,12061,26707,17,3,3,3,8,10,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
308,58,No,1,4,4,1,5660,17056,13,4,3,3,3,5,1,2,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0
309,31,No,5,4,3,3,4821,10077,12,3,3,3,2,5,0,3,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
310,31,No,2,3,1,2,6410,17822,12,4,3,3,2,2,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
311,45,No,7,3,1,3,5210,20308,18,1,3,3,9,24,9,11,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
312,31,No,2,4,3,3,2695,7747,18,2,3,1,2,2,2,2,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
313,33,No,5,4,4,3,11878,23364,11,2,3,3,6,10,8,8,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
314,39,No,10,1,3,3,17068,5355,14,4,3,3,9,21,11,10,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0
315,43,No,10,4,3,3,2455,10675,19,1,3,3,7,8,1,7,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
316,49,No,1,2,3,2,13964,17810,12,4,3,3,1,7,0,7,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
317,52,Yes,8,4,3,2,4941,17747,15,1,3,2,2,8,7,7,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
318,27,No,5,3,3,3,2478,20938,12,2,3,2,3,4,1,2,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
319,32,No,8,2,3,2,5228,24624,11,4,3,3,12,13,11,9,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
320,27,No,2,3,4,3,4478,5242,11,1,3,3,4,5,0,4,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0
321,31,No,7,3,4,3,7547,7143,12,4,3,3,7,7,1,7,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
322,32,No,2,4,1,4,5055,10557,16,3,3,2,7,7,0,7,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
323,28,Yes,2,4,1,1,3464,24737,13,4,3,2,2,3,2,2,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1
324,30,No,28,2,4,3,5775,11934,13,4,3,3,8,10,1,9,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
325,31,No,7,2,3,2,8943,14034,24,1,4,3,9,10,8,9,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
326,39,No,7,2,3,2,19272,21141,15,1,3,3,9,21,13,3,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
327,39,Yes,3,2,4,3,5238,17778,18,1,3,2,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1
328,33,No,10,3,2,2,4682,4317,14,3,3,2,7,7,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
329,47,No,5,5,4,3,18300,16375,11,2,3,3,2,3,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
330,43,No,10,4,3,2,5257,6227,11,2,3,4,7,9,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
331,27,No,1,1,3,3,6349,22107,13,4,3,3,4,5,1,4,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
332,54,No,20,4,4,3,4869,16885,12,4,3,2,3,4,0,3,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
333,43,No,7,3,3,3,9985,9262,16,1,3,2,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
334,45,No,8,4,4,3,3697,9278,14,1,3,3,9,10,9,8,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
335,40,No,1,2,2,1,7457,13273,22,3,4,2,3,4,0,2,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
336,29,Yes,8,4,2,1,2119,4759,11,4,3,2,7,7,0,7,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1
337,29,No,9,5,2,2,3983,7621,17,3,3,3,2,3,2,2,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
338,30,No,5,3,4,2,6118,5431,13,3,3,3,9,10,1,2,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
339,27,No,8,4,2,3,6214,3415,18,1,3,3,7,8,0,7,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
340,37,No,5,2,4,3,6347,23177,16,3,3,2,2,6,0,4,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
341,38,No,15,2,3,2,11510,15682,14,2,3,3,10,11,2,9,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0
342,31,No,7,4,3,3,7143,25713,14,3,3,2,9,11,4,10,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
343,29,No,10,1,4,2,8268,11866,14,1,3,3,7,7,1,7,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
344,35,No,5,4,3,3,8095,18264,13,4,3,3,6,16,0,13,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
345,23,No,26,1,3,3,2904,16092,12,3,3,2,2,4,0,2,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
346,41,No,6,3,4,2,6032,10110,15,4,3,3,4,5,1,2,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0
347,47,No,4,1,2,3,2976,25751,19,1,3,3,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
348,42,No,23,5,1,3,15992,15901,14,2,3,3,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
349,29,No,2,3,4,3,4649,16928,14,1,3,2,3,4,0,2,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
350,42,No,2,1,3,3,2696,24017,11,3,3,3,2,3,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0
351,32,No,2,3,3,3,2370,3956,13,3,3,3,0,8,0,7,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
352,48,No,29,1,1,3,12504,23978,21,2,4,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
353,37,No,6,3,3,4,5974,17001,13,1,3,3,7,7,6,7,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
354,30,No,25,2,4,3,4736,6069,12,2,3,4,2,2,2,2,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
355,26,No,1,3,3,3,5296,20156,17,2,3,3,7,8,7,7,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
356,42,No,2,4,1,2,6781,17078,23,2,4,3,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
357,21,Yes,1,1,1,2,2174,9150,11,3,3,3,2,3,1,2,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1
358,36,No,1,5,4,3,6653,15276,15,2,3,3,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
359,36,No,3,4,1,2,9699,7246,11,1,3,3,9,13,1,12,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
360,57,No,1,4,4,3,6755,2967,11,3,3,3,2,3,1,2,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
361,40,No,10,4,4,4,2213,22495,13,3,3,3,7,7,1,7,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
362,21,No,9,2,1,3,2610,2851,24,3,4,2,2,3,2,2,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
363,33,Yes,5,3,4,3,2851,9150,13,2,3,3,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1
364,37,No,10,3,3,3,3452,17663,20,2,4,3,4,5,0,3,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
365,46,No,7,4,3,3,5258,16044,14,3,3,4,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
366,41,Yes,4,3,1,3,9355,9558,18,3,3,3,7,8,7,7,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1
367,50,No,10,3,4,2,10496,2755,15,4,3,3,3,4,1,3,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
368,40,Yes,22,2,3,2,6380,6110,12,1,3,3,4,6,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1
369,31,No,9,4,3,2,2657,7551,16,4,3,3,2,2,2,2,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0
370,21,Yes,12,3,3,4,2716,25422,15,4,3,3,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
371,29,No,23,3,4,3,2201,18168,16,4,3,3,2,3,1,2,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
372,35,No,9,4,3,2,6540,19394,19,3,3,3,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
373,27,No,1,2,4,3,3816,17881,11,2,3,3,2,5,0,4,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
374,28,No,9,4,2,3,5253,20750,16,4,3,3,5,7,0,7,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
375,49,No,7,3,2,2,10965,12066,24,3,4,3,2,5,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
376,51,No,14,2,3,3,4936,14862,11,3,3,2,7,7,0,7,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
377,36,No,2,3,4,3,2543,11868,13,2,3,3,2,2,2,2,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
378,34,Yes,19,3,1,4,5304,4652,13,2,3,2,2,5,0,4,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1
379,55,No,2,3,3,3,16659,23258,13,3,3,3,4,5,1,2,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
380,24,No,10,4,4,3,4260,5915,12,4,3,4,2,5,0,3,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
381,30,No,2,1,3,3,2476,17434,18,1,3,3,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
382,26,Yes,3,1,3,3,3102,6582,22,3,4,3,4,6,0,4,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1
383,22,No,11,3,1,3,2244,24440,13,4,3,3,1,2,1,2,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
384,36,No,2,2,2,2,7596,3809,13,2,3,3,9,10,9,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
385,30,Yes,4,3,3,3,2285,3427,23,3,4,3,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1
386,37,No,14,3,4,3,3034,26914,12,3,3,2,7,18,12,17,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
387,40,No,2,2,4,3,5715,22553,12,3,3,3,4,5,1,3,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
388,42,No,1,4,2,3,2576,20490,16,2,3,3,2,5,1,2,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
389,37,No,10,4,3,3,4197,21123,12,4,3,2,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0
390,43,No,12,3,1,2,14336,4345,11,3,3,3,10,25,3,9,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
391,40,No,2,3,2,2,3448,13436,22,2,4,3,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
392,54,No,5,2,1,3,19406,8509,11,3,3,2,2,4,1,2,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
393,34,No,4,4,3,3,6538,12740,15,1,3,3,2,3,1,2,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
394,31,No,7,2,2,3,4306,4156,12,2,3,1,10,13,3,12,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
395,43,No,21,3,4,3,2258,15238,20,1,4,3,2,3,1,2,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
396,43,No,8,4,3,3,4522,2227,14,4,3,3,2,5,0,2,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
397,25,No,4,2,2,2,4487,12090,11,2,3,3,4,5,1,3,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
398,37,No,25,5,2,3,4449,23866,15,1,3,3,11,13,10,7,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
399,31,No,1,2,4,2,2218,16193,12,3,3,3,2,4,3,2,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
400,39,No,1,1,2,3,19197,8213,14,3,3,3,8,21,1,6,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
401,56,No,6,3,3,4,13212,18256,11,4,3,2,7,7,7,7,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
402,30,No,12,3,2,3,6577,19558,11,2,3,3,4,5,4,4,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
403,41,No,1,3,2,4,8392,19566,16,3,3,3,7,10,0,7,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
404,28,No,17,2,3,3,4558,13535,12,4,3,3,0,10,1,8,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
405,25,Yes,3,3,1,3,4031,9396,13,3,3,3,2,2,0,2,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1
406,52,No,3,3,4,2,7969,19609,14,3,3,3,4,5,0,4,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
407,45,No,10,2,1,3,2654,9655,21,4,4,2,2,2,0,2,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
408,52,No,4,2,4,3,16555,10310,13,4,3,1,2,5,1,4,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
409,42,No,29,2,1,3,4556,12932,11,2,3,3,4,5,0,2,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
410,30,No,2,3,3,1,6091,24793,20,3,4,3,4,5,0,2,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
411,60,No,7,3,1,3,19566,3854,11,4,3,1,8,29,11,10,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
412,46,No,18,3,3,3,4810,26314,14,3,3,2,7,10,0,8,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
413,42,No,28,4,4,2,4523,4386,11,4,3,4,5,6,0,4,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
414,24,Yes,1,1,1,3,3202,21972,16,2,3,3,3,5,1,4,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1
415,34,Yes,6,2,4,1,2351,12253,16,4,3,2,2,2,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
416,38,No,2,2,4,3,1702,12106,23,3,4,3,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0
417,40,No,2,4,3,3,18041,13022,14,4,3,3,15,20,1,12,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
418,26,No,23,3,1,3,2886,3032,22,2,4,1,2,3,0,2,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
419,30,No,3,3,3,3,2097,16734,15,3,3,1,3,5,1,4,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
420,29,No,3,4,2,2,11935,21526,18,3,3,3,2,10,0,7,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
421,29,Yes,25,5,3,2,2546,18300,16,2,3,4,2,2,1,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
422,19,Yes,2,2,1,2,2564,18437,12,3,3,4,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1
423,30,No,22,4,3,3,8412,2890,11,3,3,3,8,9,7,8,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
424,57,No,29,3,1,2,14118,22102,12,3,3,2,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
425,50,No,29,4,2,2,17046,9314,15,2,3,3,10,27,15,7,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
426,30,No,2,3,3,3,2564,7181,14,3,3,2,7,11,6,7,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
427,60,No,28,3,3,2,10266,2845,19,4,3,4,13,18,13,11,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
428,47,No,2,2,1,3,5070,7389,13,3,3,3,0,5,0,4,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
429,46,No,2,3,1,3,17861,2288,13,3,3,1,2,3,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
430,35,No,22,3,4,1,4230,19225,15,3,3,3,4,5,4,3,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
431,54,No,8,4,3,3,3780,23428,11,3,3,3,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
432,34,No,2,4,4,2,2768,8416,12,3,3,3,3,7,5,7,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
